53628f9a-f41d-4357-a1ae-27dcaf1ef36d,15 May,15 مايو,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
646388e8-83c3-4007-b938-319a87d21056,Al Basatin,البساتين,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
042c4be0-c12e-4150-8ad2-14a14fb6c83a,Tebin,التبين,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
6122a1da-f04a-4c49-b708-9b4f357ca95b,Aldarb Alahmar,الدرب الاحمر,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
36b2237b-13c4-4da0-8f3b-7c44346669ea,El Salam,السلام,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
641208b3-5818-4dde-afff-a9127abc81b2,Sayeda Zeinab,السيدة زينب,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
3821809b-cd47-45de-b3f8-dc5122d226c9,El Daher,الظاهر,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
c4c6228f-657f-4c12-b39b-519e13ac760e,Ezbet el Nakhl,عزبة النخل,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
4e51a2b2-ae0e-4d12-b0a2-7668df717390,Maadi,المعادى,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
0b33373a-d129-4458-8ee8-70525a8e2db5,Maasara,المعصرة,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
5119d131-d42e-4e12-8bf1-0732b6ca8f58,Bab al-Shereia,باب الشعرية,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
5fb7a69a-1300-452c-9bf1-ef8337420b71,Bolaq,بولاق,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
3fe7581f-7403-4ffd-ad87-e6f1b3935417,Garden City,جاردن سيتى,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
52dec33d-5fd5-407d-8d7e-675b777f539b,Hadayek El-Kobba,حدائق القبة,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
50f41b26-6248-4778-9c47-7e445b7bdd06,Helwan,حلوان,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
85117c0a-3339-4301-9bb2-14573d4b9693,Shubra,شبرا,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
7ec86129-eb5b-4ccd-ae39-092ee2fe6d7f,New Heliopolis,مصر الجديدة,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
426d41e9-1656-470b-903a-f89fa4d315dd,Masr Al Qadima,مصر القديمة,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
79f9c50c-4775-41c6-8fd8-f4dc7aaebfd1,Mansheya Nasir,منشية ناصر,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
71179421-3507-44fc-909d-b10d2d3f3d2d,Badr City,مدينة بدر,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
43f9af33-1885-4aa6-80f5-82747c37df38,Cairo Downtown,وسط البلد,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
65eed203-2c82-4b76-ad70-9dfa9f96747a,Rehab,الرحاب,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
9b56dee6-818a-4e59-9cec-8d3fbde44763,Katameya,القطامية,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
1555316b-a547-4add-8350-bbc5e7111acc,Sheraton,شيراتون,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
79bd7f6c-5566-4871-b178-08436b4b3e85,El-Gamaleya,الجمالية,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
08bfb36e-e493-46c3-80e7-e69853b43cae,10th of Ramadan City,العاشر من رمضان,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
1055e1ad-8f2a-47ab-a4df-abadc120d0be,Helmeyat Alzaytoun,الحلمية,t,b4ca423f-907e-4a4f-b757-29cd7c6cc953
566a2aeb-fe7a-4657-abf3-4ba4a01da275,Giza,الجيزة,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
2b7b8608-efb5-4e3d-887d-3bdf4cf8c3a1,Saf,الصف,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
4277936b-2c99-45cc-b176-bfff6fa6c70d,Al-Bawaiti,الباويطي,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
6cb69f3a-4d38-43a7-96c3-d3a6561f8db7,Oaseem,أوسيم,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
6d3d0f6c-0b6e-4123-a648-b2bd8efde147,Kerdasa,كرداسة,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
56995f7c-016d-40e2-9fb2-f184af6ef72e,Manshiyet Al Bakari,منشأة البكاري,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
8248ffe6-60bc-462f-bda5-4f9e8556b789,Dokki,الدقى,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
d6599e18-9c62-4755-ad1b-6f7a113f4d15,Agouza,العجوزة,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
b48c5202-04e8-4e0c-a2d7-f9677eb200e0,Haram,الهرم,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
104ebffe-4f0f-4957-a80f-a4c53cf59f0b,Warraq,الوراق,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
29540fef-cc20-403a-b18b-61a13fca82cd,Boulaq Dakrour,بولاق الدكرور,t,0be642b1-a9b1-4fe3-88d7-b255363ec409
